Title,Story
The Domain of Arnheim,floating gently onward  but with a velocity slightly augmented  the voyager  after many short turns  finds his progress apparently barred by a gigantic gate or rather door of burnished gold  elaborately carved and fretted  and reflecting the direct rays of the now fast sinking sun with an effulgence that seems to wreath the whole surrounding forest in flames.
The Domain of Arnheim,this gate is inserted in the lofty wall  which here appears to cross the river at right angles.
The Domain of Arnheim,in a few moments  however  it is seen that the main body of the water still sweeps in a gentle and extensive curve to the left  the wall following it as before  while a stream of considerable volume  diverging from the principal one  makes its way  with a slight ripple  under the door  and is thus hidden from sight.
The Domain of Arnheim,the canoe falls into the lesser channel and approaches the gate.
The Domain of Arnheim,its ponderous wings are slowly and musically expanded.
The Domain of Arnheim,the boat glides between them  and commences a rapid descent into a vast amphitheatre entirely begirt with purple mountains  whose bases are laved by a gleaming river throughout the full extent of their circuit.
The Domain of Arnheim,meantime the whole paradise of arnheim bursts upon the view.
The Domain of Arnheim,there is a gush of entrancing melody  there is an oppressive sense of strange sweet odor  there is a dream like intermingling to the eye of tall slender eastern trees bosky shrubberies flocks of golden and crimson birds lily fringed lakes meadows of violets  tulips  poppies  hyacinths  and tuberoses long intertangled lines of silver streamlets and  upspringing confusedly from amid all  a mass of semi gothic  semi saracenic architecture sustaining itself by miracle in mid air  glittering in the red sunlight with a hundred oriels  minarets  and pinnacles  and seeming the phantom handiwork  conjointly  of the sylphs  of the fairies  of the genii and of the gnomes.
Landor's Cottage, during a pedestrian trip last summer  through one or two of the river counties of new york  i found myself  as the day declined  somewhat embarrassed about the road i was pursuing.
Landor's Cottage,the land undulated very remarkably  and my path  for the last hour  had wound about and about so confusedly  in its effort to keep in the valleys  that i no longer knew in what direction lay the sweet village of b    where i had determined to stop for the night.
Landor's Cottage,the sun had scarcely shone strictly speaking during the day  which nevertheless  had been unpleasantly warm.
Landor's Cottage,a smoky mist  resembling that of the indian summer  enveloped all things  and of course  added to my uncertainty.
Landor's Cottage,not that i cared much about the matter.
Landor's Cottage,if i did not hit upon the village before sunset  or even before dark  it was more than possible that a little dutch farmhouse  or something of that kind  would soon make its appearance although  in fact  the neighborhood  perhaps on account of being more picturesque than fertile  was very sparsely inhabited.
Landor's Cottage,at all events  with my knapsack for a pillow  and my hound as a sentry  a bivouac in the open air was just the thing which would have amused me.
